City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Boden,SE,2020-11-30 19:45:48,65.83,21.69,35.6,95,75,12.75
272,Flin Flon,CA,2020-11-30 19:45:01,54.77,-101.86,17.6,85,75,4.7
273,Comodoro Rivadavia,AR,2020-11-30 19:43:06,-45.87,-67.5,75.2,19,0,23.04
274,Necochea,AR,2020-11-30 19:45:49,-38.55,-58.74,64.54,37,0,11.9
275,La Ronge,CA,2020-11-30 19:45:49,55.1,-105.28,23.0,67,89,3.36
276,Grindavik,IS,2020-11-30 19:45:49,63.84,-22.43,33.8,95,90,29.97
277,Namibe,AO,2020-11-30 19:45:49,-15.2,12.15,71.8,70,60,8.41
278,Makakilo City,US,2020-11-30 19:45:49,21.35,-158.09,78.8,61,1,4.7
279,Omboue,GA,2020-11-30 19:45:49,-1.57,9.26,77.67,90,100,4.88
280,Ribeira Grande,PT,2020-11-30 19:45:49,38.52,-28.7,60.8,67,20,14.99
281,Mehran,IR,2020-11-30 19:45:49,33.12,46.16,41.0,93,0,4.7
282,Lasa,IT,2020-11-30 19:45:49,46.62,10.7,30.2,68,5,4.7
283,Sharlyk,RU,2020-11-30 19:45:50,52.92,54.75,14.04,96,1,5.61
284,San Patricio,US,2020-11-30 19:45:50,28.02,-97.52,55.99,42,75,18.34
285,Grand Gaube,MU,2020-11-30 19:45:50,-20.01,57.66,77.0,81,1,5.99
286,Port Elizabeth,ZA,2020-11-30 19:45:50,-33.92,25.57,62.6,77,20,13.87
287,Bilibino,RU,2020-11-30 19:45:50,68.05,166.44,-16.69,86,95,1.52
288,Brigantine,US,2020-11-30 19:45:50,39.41,-74.36,64.4,88,90,17.22
289,Khorixas,NA,2020-11-30 19:45:50,-20.37,14.97,70.86,28,68,11.77
290,Roebourne,AU,2020-11-30 19:45:50,-20.78,117.13,87.26,21,0,15.28
291,Tema,GH,2020-11-30 19:45:50,5.67,-0.02,82.4,83,20,10.29
292,Dzilam Gonzalez,MX,2020-11-30 19:45:51,21.28,-88.93,73.9,86,90,13.2
293,Suntar,RU,2020-11-30 19:45:51,62.14,117.63,-2.83,91,79,6.62
294,Taseyevo,RU,2020-11-30 19:45:51,57.22,94.9,10.69,94,100,8.23
295,Los Llanos De Aridane,ES,2020-11-30 19:45:51,28.66,-17.92,69.8,52,75,3.36
296,Kavieng,PG,2020-11-30 19:45:51,-2.57,150.8,79.63,81,91,3.94
297,Coquimbo,CL,2020-11-30 19:45:51,-29.95,-71.34,60.8,77,40,12.75
298,Gold Coast,AU,2020-11-30 19:45:51,-28.0,153.43,75.0,73,90,5.82
299,Seoul,KR,2020-11-30 19:41:58,37.57,126.98,30.2,46,1,2.68
300,Sol-Iletsk,RU,2020-11-30 19:45:51,51.16,54.99,8.82,94,0,9.04
301,Sitka,US,2020-11-30 19:45:51,57.05,-135.33,37.4,86,75,9.17
302,Port Lincoln,AU,2020-11-30 19:45:52,-34.73,135.87,61.16,71,100,23.33
303,Qasigiannguit,GL,2020-11-30 19:45:52,68.82,-51.19,17.6,52,75,8.05
304,Papar,MY,2020-11-30 19:45:52,5.73,115.93,75.2,94,20,1.12
305,Toora-Khem,RU,2020-11-30 19:45:52,52.47,96.11,-3.14,89,71,0.83
306,Malatya,TR,2020-11-30 19:45:52,38.5,38.0,39.2,86,75,0.2
307,Saint-Paul,RE,2020-11-30 19:45:52,-21.01,55.27,77.0,73,75,8.05
308,Veraval,IN,2020-11-30 19:45:52,20.9,70.37,77.63,71,0,8.63
309,Weyburn,CA,2020-11-30 19:45:52,49.67,-103.85,37.4,59,0,9.17
310,Miramar,US,2020-11-30 19:41:56,25.99,-80.23,82.0,65,75,16.11
311,Puerto Madryn,AR,2020-11-30 19:40:54,-42.77,-65.04,83.93,15,0,9.64
312,Alice Springs,AU,2020-11-30 19:44:27,-23.7,133.88,81.0,57,40,5.82
313,Kalbay,PH,2020-11-30 19:45:53,5.72,125.5,78.76,77,64,5.28
314,Manoel Urbano,BR,2020-11-30 19:45:53,-8.84,-69.26,91.69,47,99,3.4
315,Vao,NC,2020-11-30 19:45:53,-22.67,167.48,73.06,63,0,9.66
316,Abha,SA,2020-11-30 19:45:53,18.22,42.51,60.8,93,0,4.7
317,Festus,US,2020-11-30 19:45:53,38.22,-90.4,37.0,58,34,5.01
318,Rundu,NA,2020-11-30 19:45:53,-17.93,19.77,73.51,72,99,1.86
319,Kamaishi,JP,2020-11-30 19:45:54,39.27,141.88,37.06,78,6,7.11
320,Burgos,ES,2020-11-30 19:44:32,42.34,-3.71,46.0,93,0,2.24
321,Ilulissat,GL,2020-11-30 19:45:54,69.22,-51.1,17.6,52,75,8.05
322,Samfya,ZM,2020-11-30 19:45:54,-11.36,29.56,70.74,82,100,2.06
323,Sao Felix Do Xingu,BR,2020-11-30 19:45:54,-6.64,-51.99,87.15,55,99,2.62
324,Inhuma,BR,2020-11-30 19:42:50,-6.67,-41.71,86.45,47,78,2.39
325,Port Hedland,AU,2020-11-30 19:45:54,-20.32,118.57,80.6,78,0,5.82
326,Vila,PT,2020-11-30 19:45:54,42.03,-8.16,51.01,79,1,5.01
327,Yarmouth,US,2020-11-30 19:43:54,41.71,-70.23,57.99,95,100,4.0
328,Medicine Hat,CA,2020-11-30 19:44:06,50.05,-110.67,42.8,48,75,20.8
329,Karsava,LV,2020-11-30 19:45:55,56.78,27.69,30.33,98,100,11.65
330,Narrabri,AU,2020-11-30 19:45:55,-30.32,149.78,69.8,60,0,1.12
331,Henties Bay,NA,2020-11-30 19:45:55,-22.12,14.28,60.01,87,0,8.21
332,Chama,CH,2020-11-30 19:44:30,47.18,8.46,35.01,80,90,3.36
333,Flinders,AU,2020-11-30 19:45:55,-34.58,150.86,66.99,78,44,7.0
334,Fort Nelson,CA,2020-11-30 19:45:55,58.81,-122.7,19.4,92,75,8.32
335,Ust-Maya,RU,2020-11-30 19:45:55,60.42,134.53,-20.02,87,100,0.94
336,San Quintin,MX,2020-11-30 19:45:55,30.48,-115.95,69.33,35,0,10.65
337,Zhuhai,CN,2020-11-30 19:45:55,22.28,113.57,64.4,72,20,20.8
338,Novikovo,RU,2020-11-30 19:45:56,51.15,37.89,32.05,93,100,14.99
339,Auxerre,FR,2020-11-30 19:45:56,47.8,3.57,35.01,83,100,7.14
340,Honningsvag,NO,2020-11-30 19:45:56,70.98,25.97,32.0,89,40,27.51
341,Hermon,US,2020-11-30 19:41:15,44.81,-68.91,51.8,81,90,10.29
342,Karratha,AU,2020-11-30 19:45:56,-20.74,116.85,87.15,18,0,15.23
343,Chuy,UY,2020-11-30 19:45:56,-33.7,-53.46,65.12,62,0,11.23
344,Thonon-Les-Bains,FR,2020-11-30 19:45:56,46.25,6.5,35.01,88,0,1.99
345,Colwyn Bay,GB,2020-11-30 19:45:56,53.29,-3.73,46.99,81,100,11.99
346,Mahon,ES,2020-11-30 19:45:56,39.89,4.27,53.6,87,0,3.36
347,Birjand,IR,2020-11-30 19:45:57,32.87,59.22,50.0,31,0,6.93
348,Rosario,AR,2020-11-30 19:45:57,-32.95,-60.64,82.99,21,0,8.05
349,Vila Velha,BR,2020-11-30 19:45:57,-20.33,-40.29,82.4,69,20,18.34
350,Hassan,IN,2020-11-30 19:45:57,13.0,76.1,63.66,96,85,9.89
351,Dickinson,US,2020-11-30 19:45:57,29.46,-95.05,55.99,30,1,16.11
352,Saurimo,AO,2020-11-30 19:45:58,-9.66,20.39,68.4,91,100,2.84
353,Beloha,MG,2020-11-30 19:45:58,-25.17,45.05,71.02,93,86,3.89
354,Tual,ID,2020-11-30 19:45:58,-5.67,132.75,83.84,73,100,9.53
355,Wageningen,NL,2020-11-30 19:45:58,51.97,5.67,42.01,100,90,13.87
356,San Cristobal,VE,2020-11-30 19:45:58,7.77,-72.22,76.87,64,86,5.26
357,Pemangkat,ID,2020-11-30 19:45:58,1.17,108.97,76.8,85,100,3.98
358,Kieta,PG,2020-11-30 19:45:59,-6.22,155.63,80.53,77,48,5.59
359,Turukhansk,RU,2020-11-30 19:45:59,65.82,87.98,8.2,95,100,10.96
360,Kathu,TH,2020-11-30 19:45:59,7.92,98.33,84.0,78,40,5.82
361,Cabo San Lucas,MX,2020-11-30 19:45:59,22.89,-109.91,82.0,44,5,5.82
362,Mnogovershinnyy,RU,2020-11-30 19:45:59,53.94,139.92,1.47,94,93,9.91
363,Asau,RO,2020-11-30 19:45:59,46.43,26.4,33.8,94,90,9.17
364,Nam Som,TH,2020-11-30 19:45:59,17.77,102.19,63.01,73,24,0.83
365,Pavlivka,UA,2020-11-30 19:45:59,49.44,28.46,26.58,96,0,3.98
366,Porosozero,RU,2020-11-30 19:45:59,62.72,32.73,32.76,97,100,8.52
367,Mindelo,CV,2020-11-30 19:45:59,16.89,-24.98,75.2,57,75,13.87
368,Daru,PG,2020-11-30 19:46:00,-9.08,143.21,81.0,83,100,8.63
369,Victor Harbor,AU,2020-11-30 19:46:00,-35.57,138.62,63.0,88,100,15.75
370,Geraldton,AU,2020-11-30 19:46:00,-28.77,114.6,51.8,66,0,8.05
371,Rio Branco,BR,2020-11-30 19:45:49,-9.97,-67.81,82.4,78,75,8.05
372,Mombetsu,JP,2020-11-30 19:46:00,44.35,143.35,30.0,73,89,7.0
373,Haines Junction,CA,2020-11-30 19:46:00,60.75,-137.51,-4.0,83,98,2.24
374,Gornyy,RU,2020-11-30 19:46:00,55.12,83.91,2.88,94,81,5.55
375,Lavrentiya,RU,2020-11-30 19:46:00,65.58,-171.0,10.71,91,0,12.26
376,Shasta Lake,US,2020-11-30 19:46:01,40.68,-122.37,55.99,47,94,1.32
377,Nouadhibou,MR,2020-11-30 19:46:01,20.93,-17.03,69.8,73,0,8.05
378,Bealanana,MG,2020-11-30 19:46:01,-14.55,48.73,66.74,90,34,1.36
379,Russell,US,2020-11-30 19:46:01,32.35,-85.2,48.2,70,90,10.29
380,Talcahuano,CL,2020-11-30 19:46:02,-36.72,-73.12,68.0,56,0,21.92
381,Faya,SA,2020-11-30 19:46:02,18.39,42.45,60.8,93,0,4.7
382,Vereshchagino,RU,2020-11-30 19:46:02,58.08,54.66,14.16,98,88,6.51
383,Soyo,AO,2020-11-30 19:46:02,-6.13,12.37,78.67,87,98,8.39
384,Howard Springs,AU,2020-11-30 19:46:02,-12.5,131.05,82.4,83,75,4.7
385,Sertanopolis,BR,2020-11-30 19:46:02,-23.06,-51.04,87.8,52,20,11.41
386,Sur,OM,2020-11-30 19:46:02,22.57,59.53,71.33,67,4,2.19
387,Korla,CN,2020-11-30 19:46:02,41.76,86.15,23.77,92,79,5.28
388,Maniitsoq,GL,2020-11-30 19:46:03,65.42,-52.9,23.14,84,0,7.43
389,Ginda,IN,2020-11-30 19:46:03,30.69,78.49,49.91,41,0,6.06
390,Srednekolymsk,RU,2020-11-30 19:46:03,67.45,153.68,-16.17,87,84,7.29
391,Imeni Poliny Osipenko,RU,2020-11-30 19:46:03,52.42,136.49,-4.79,89,0,1.86
392,Xichang,CN,2020-11-30 19:46:03,27.9,102.26,55.0,57,91,0.47
393,Kloulklubed,PW,2020-11-30 19:46:03,7.04,134.26,83.91,71,100,4.03
394,Puerto El Triunfo,SV,2020-11-30 19:46:03,13.28,-88.55,87.8,66,20,4.7
395,Umba,RU,2020-11-30 19:46:03,66.69,34.34,32.0,96,97,14.2
396,Levelland,US,2020-11-30 19:44:29,33.59,-102.38,51.01,27,1,11.41
397,Oistins,BB,2020-11-30 19:46:04,13.07,-59.53,82.4,78,40,13.87
398,Podor,MR,2020-11-30 19:46:04,16.65,-14.96,82.4,48,0,8.99
399,Navirai,BR,2020-11-30 19:46:04,-23.07,-54.19,85.01,51,100,15.19
400,Nambucca Heads,AU,2020-11-30 19:46:04,-30.65,153.0,68.0,94,90,8.86
401,George Town,MY,2020-11-30 19:46:04,5.41,100.34,80.6,78,20,4.92
402,Saint Anthony,US,2020-11-30 19:46:04,45.02,-93.22,28.4,53,1,3.85
403,Sitangkai,PH,2020-11-30 19:46:05,4.66,119.39,81.41,82,100,13.91
404,Doka,SD,2020-11-30 19:46:05,13.52,35.77,75.51,35,0,7.65
405,Tiarei,PF,2020-11-30 19:46:05,-17.53,-149.33,84.2,62,40,6.93
406,Barranca,PE,2020-11-30 19:46:05,-10.75,-77.77,69.4,72,79,8.66
407,Zhangjiakou,CN,2020-11-30 19:46:05,40.81,114.88,15.48,78,10,2.15
408,Sinop,TR,2020-11-30 19:46:05,41.77,34.87,43.9,53,86,7.96
409,Alofi,NU,2020-11-30 19:46:05,-19.06,-169.92,78.8,83,75,6.93
410,Mengyin,CN,2020-11-30 19:46:05,35.71,117.93,32.58,83,98,1.45
411,Rorvik,NO,2020-11-30 19:46:05,64.86,11.24,32.0,77,75,14.99
412,Birao,CF,2020-11-30 19:46:06,10.28,22.79,71.58,22,1,4.76
413,Ciudad Bolivar,VE,2020-11-30 19:46:06,8.12,-63.55,90.64,48,62,8.19
414,Van,TR,2020-11-30 19:43:50,38.49,43.38,41.0,56,75,9.17
415,Aldan,RU,2020-11-30 19:46:06,58.6,125.39,-4.02,91,100,6.17
416,Palmer,US,2020-11-30 19:46:06,42.16,-72.33,59.0,100,90,9.17
417,Bandar,ID,2020-11-30 19:46:06,2.05,99.75,74.34,93,100,2.04
418,Lompoc,US,2020-11-30 19:46:06,34.64,-120.46,60.8,63,1,6.93
419,Harper,LR,2020-11-30 19:46:06,4.38,-7.72,78.55,84,25,5.12
420,Roald,NO,2020-11-30 19:46:07,62.58,6.13,41.0,86,40,4.7
421,Salekhard,RU,2020-11-30 19:46:07,66.53,66.6,11.57,94,34,10.11
422,Matara,LK,2020-11-30 19:46:07,5.95,80.54,76.78,87,100,2.04
423,Gimbi,ET,2020-11-30 19:46:07,9.17,35.83,60.24,68,29,3.13
424,Palmerston,AU,2020-11-30 19:46:07,-12.49,130.98,82.4,83,75,4.7
425,Madang,PG,2020-11-30 19:46:07,-5.22,145.8,75.4,90,100,9.57
426,Marsh Harbour,BS,2020-11-30 19:46:07,26.54,-77.06,78.6,70,29,18.03
427,Balabac,PH,2020-11-30 19:46:07,7.99,117.06,80.53,77,100,4.94
428,Molodizhne,UA,2020-11-30 19:46:08,48.18,32.66,35.6,93,90,6.71
429,Banda Aceh,ID,2020-11-30 19:46:08,5.56,95.32,79.48,80,100,5.17
430,Bereda,ES,2020-11-30 19:46:08,43.27,-7.54,51.01,100,87,3.0
431,Kuytun,RU,2020-11-30 19:46:08,54.34,101.5,14.92,93,100,4.72
432,Yerbogachen,RU,2020-11-30 19:46:08,61.28,108.01,-2.61,91,98,7.45
433,Goma,CD,2020-11-30 19:46:08,-1.68,29.22,63.99,80,97,2.71
434,Porangatu,BR,2020-11-30 19:46:08,-13.44,-49.15,86.88,45,96,7.54
435,Gigmoto,PH,2020-11-30 19:46:09,13.78,124.39,79.23,84,100,19.26
436,Sinnamary,GF,2020-11-30 19:46:09,5.38,-52.95,80.49,83,86,9.24
437,Hirara,JP,2020-11-30 19:46:09,24.8,125.28,71.13,79,100,34.31
438,Kampong Thum,KH,2020-11-30 19:46:09,12.71,104.89,70.25,88,13,5.21
439,Iskateley,RU,2020-11-30 19:46:09,67.68,53.15,28.26,97,99,18.68
440,Novobirilyussy,RU,2020-11-30 19:46:09,56.95,90.67,7.88,94,100,7.2
441,Liberal,US,2020-11-30 19:46:09,37.04,-100.92,50.0,31,1,21.92
442,Ryotsu,JP,2020-11-30 19:46:09,38.08,138.43,43.92,84,99,10.83
443,Ayan,RU,2020-11-30 19:46:10,56.45,138.17,2.61,85,27,15.64
444,Chukhloma,RU,2020-11-30 19:46:10,58.75,42.68,28.54,98,100,10.38
445,Kaduqli,SD,2020-11-30 19:46:10,11.02,29.72,73.11,22,0,7.07
446,Inhambane,MZ,2020-11-30 19:46:10,-23.86,35.38,73.8,83,25,4.27
447,Luwuk,ID,2020-11-30 19:46:10,-0.95,122.79,78.91,72,100,1.68
448,Bloomfield,US,2020-11-30 19:44:02,40.81,-74.19,63.0,88,90,16.11
449,Kilindoni,TZ,2020-11-30 19:46:10,-7.91,39.67,81.9,78,1,10.47
450,Mitsamiouli,KM,2020-11-30 19:46:10,-11.38,43.28,80.37,75,0,9.24
451,Basco,PH,2020-11-30 19:46:10,20.45,121.97,75.56,72,20,31.32
452,Coihaique,CL,2020-11-30 19:46:11,-45.58,-72.07,57.2,47,40,11.41
453,Na Wa,TH,2020-11-30 19:46:11,17.49,104.1,61.27,74,2,4.27
454,Adrar,MR,2020-11-30 19:46:11,20.5,-10.07,74.37,20,99,3.87
455,Celestun,MX,2020-11-30 19:46:11,20.87,-90.4,74.79,78,98,21.12
456,Norden,DE,2020-11-30 19:46:11,53.6,7.2,37.0,100,75,12.75
457,Iracoubo,GF,2020-11-30 19:46:11,5.48,-53.2,81.27,78,94,9.82
458,Zaozhuang,CN,2020-11-30 19:46:11,34.86,117.55,34.52,78,100,5.3
459,Drayton Valley,CA,2020-11-30 19:41:26,53.22,-114.99,34.77,84,100,10.2
460,Padang,ID,2020-11-30 19:46:11,-0.95,100.35,76.14,73,49,3.51
461,Pisco,PE,2020-11-30 19:44:21,-13.7,-76.22,70.0,82,40,10.29
462,Pudsey,GB,2020-11-30 19:46:12,53.8,-1.66,42.01,85,52,1.99
463,Victoria,HK,2020-11-30 19:43:15,22.29,114.16,64.99,72,0,9.44
464,Qandala,SO,2020-11-30 19:46:12,11.47,49.87,77.4,67,12,5.01
465,Langenburg,DE,2020-11-30 19:46:12,49.25,9.85,26.6,92,38,3.36
466,Winnemucca,US,2020-11-30 19:46:12,40.97,-117.74,46.4,42,1,3.36
467,Te Anau,NZ,2020-11-30 19:46:12,-45.42,167.72,46.71,68,1,0.83
468,Ponazyrevo,RU,2020-11-30 19:46:12,58.36,46.31,22.1,97,99,9.75
469,Chokurdakh,RU,2020-11-30 19:46:12,70.63,147.92,-8.88,89,88,14.0
470,Bilma,NE,2020-11-30 19:46:12,18.69,12.92,73.89,21,0,9.01
471,Yar-Sale,RU,2020-11-30 19:46:13,66.83,70.83,16.48,94,100,13.94
472,Uige,AO,2020-11-30 19:46:13,-7.61,15.06,67.89,94,100,2.98
473,Usinsk,RU,2020-11-30 19:46:13,65.99,57.53,24.67,97,100,19.71
474,Nuuk,GL,2020-11-30 19:46:13,64.18,-51.72,23.0,67,40,17.22
475,Kenai,US,2020-11-30 19:46:13,60.55,-151.26,25.0,92,75,9.17
476,Provideniya,RU,2020-11-30 19:46:13,64.38,-173.3,17.6,67,40,26.84
477,Pundaguitan,PH,2020-11-30 19:46:13,6.37,126.17,82.54,76,100,4.59
478,Oytal,KZ,2020-11-30 19:46:13,42.91,73.27,18.16,81,98,1.88
479,Marondera,ZW,2020-11-30 19:46:13,-18.19,31.55,60.3,96,100,4.18
480,Moengo,SR,2020-11-30 19:46:14,5.62,-54.4,80.96,80,99,4.45
481,Kavaratti,IN,2020-11-30 19:46:14,10.57,72.64,82.26,75,65,7.83
482,Broome,US,2020-11-30 19:46:14,42.25,-75.83,54.0,93,90,16.11
483,Labuhan,ID,2020-11-30 19:46:14,-6.88,112.21,78.71,80,65,2.15
484,Itarema,BR,2020-11-30 19:46:14,-2.92,-39.92,82.06,72,1,15.48
485,Yulara,AU,2020-11-30 19:46:14,-25.24,130.99,77.0,69,100,8.05
486,Nurpur,IN,2020-11-30 19:46:14,29.15,78.42,57.85,36,0,3.33
487,San Jose,US,2020-11-30 19:43:00,37.34,-121.89,62.01,50,1,4.54
488,Sawakin,SD,2020-11-30 19:46:15,19.11,37.33,77.52,62,26,7.23
489,Wajima,JP,2020-11-30 19:46:15,37.4,136.9,47.01,85,77,11.25
490,Chumikan,RU,2020-11-30 19:46:15,54.72,135.31,-3.5,86,0,20.11
491,Margherita,IN,2020-11-30 19:46:15,27.28,95.68,61.05,66,0,1.79
492,Neos Marmaras,GR,2020-11-30 19:46:15,40.1,23.78,43.0,93,100,5.01
493,Coracora,PE,2020-11-30 19:46:15,-15.03,-73.78,60.69,52,95,10.45
494,Gat,IL,2020-11-30 19:46:15,31.61,34.76,60.8,77,20,4.7
495,Kiunga,PG,2020-11-30 19:46:15,-6.12,141.29,73.69,98,100,2.82
496,Leshukonskoye,RU,2020-11-30 19:46:16,64.9,45.76,33.33,93,100,10.65
497,Alegre,BR,2020-11-30 19:46:16,-20.76,-41.53,81.05,69,15,4.09
498,Nioro,GM,2020-11-30 19:46:16,13.35,-15.75,81.77,21,88,1.45
499,Marsabit,KE,2020-11-30 19:46:16,2.33,37.99,71.13,60,0,6.96
500,Castlemaine,AU,2020-11-30 19:44:01,-37.07,144.22,63.0,42,94,9.15
501,Yuli,NG,2020-11-30 19:46:16,9.7,10.27,77.38,27,34,3.89
502,Damietta,EG,2020-11-30 19:46:16,31.42,31.81,64.4,72,0,3.36
503,Ohara,JP,2020-11-30 19:46:16,35.25,140.38,51.8,93,20,4.7
504,Fortuna,US,2020-11-30 19:45:19,40.6,-124.16,54.0,59,100,1.99
505,Fort-Shevchenko,KZ,2020-11-30 19:46:17,44.51,50.26,37.26,77,99,21.79
506,Marawi,PH,2020-11-30 19:46:17,8.0,124.29,75.99,92,71,3.0
507,Nisia Floresta,BR,2020-11-30 19:46:17,-6.09,-35.21,84.2,62,20,17.22
508,Bjornevatn,NO,2020-11-30 19:46:17,69.67,29.98,30.2,86,90,29.97
509,Ketchikan,US,2020-11-30 19:46:17,55.34,-131.65,35.6,93,1,3.36
510,Arman,RU,2020-11-30 19:46:17,59.7,150.17,14.79,90,98,7.18
511,Erzin,TR,2020-11-30 19:46:17,36.96,36.2,53.01,91,100,5.99
512,Northam,GB,2020-11-30 19:45:40,51.03,-4.22,52.0,94,100,14.0
513,Kerouane,GN,2020-11-30 19:46:18,9.27,-9.02,79.66,52,59,1.79
514,Carutapera,BR,2020-11-30 19:46:18,-1.2,-46.02,82.17,74,100,7.61
515,Lihula,EE,2020-11-30 19:46:18,58.68,23.85,30.99,88,100,2.44
516,Arlit,NE,2020-11-30 19:46:18,18.74,7.39,82.67,14,3,9.46
517,Fort Pierce,US,2020-11-30 19:42:31,27.45,-80.33,73.0,94,90,6.93
518,Puerto Del Rosario,ES,2020-11-30 19:46:18,28.5,-13.86,68.0,68,20,12.75
519,Praia Da Vitoria,PT,2020-11-30 19:44:44,38.73,-27.07,59.0,82,40,22.73
520,Pantai Remis,MY,2020-11-30 19:46:18,4.46,100.63,78.8,94,20,3.36
521,Ambon,ID,2020-11-30 19:45:51,-3.7,128.18,82.0,88,97,9.69
522,Severnyy,RU,2020-11-30 19:46:18,50.68,36.55,33.8,83,90,11.18
523,Borovskoy,KZ,2020-11-30 19:46:18,53.8,64.15,-0.53,93,0,4.41
524,Aktau,KZ,2020-11-30 19:46:19,43.65,51.2,30.2,68,40,20.13
525,Shimoni,KE,2020-11-30 19:46:19,-4.65,39.38,81.23,79,80,7.96
526,Badou,TG,2020-11-30 19:46:19,7.58,0.6,77.5,64,1,1.9
527,Lardos,GR,2020-11-30 19:46:19,36.09,28.02,59.0,82,40,1.12
528,Zlitan,LY,2020-11-30 19:46:19,32.47,14.57,65.55,74,10,14.9
529,Dakar,SN,2020-11-30 19:42:14,14.69,-17.44,77.0,73,20,9.17
530,Port Moresby,PG,2020-11-30 19:46:19,-9.44,147.18,77.0,88,75,9.17
531,Paralimni,CY,2020-11-30 19:46:19,35.04,33.98,59.0,87,20,6.93
532,Gamba,GA,2020-11-30 19:46:20,-2.65,10.0,77.5,91,100,5.23
533,Hue,VN,2020-11-30 19:46:20,16.47,107.6,73.4,88,75,13.87
534,Ziarat,PK,2020-11-30 19:46:20,30.38,67.73,40.48,54,0,0.94
535,Shakawe,BW,2020-11-30 19:46:20,-18.37,21.85,74.7,68,93,3.53
536,Coahuayana,MX,2020-11-30 19:46:20,18.73,-103.68,82.4,58,40,11.41
537,Anadyr,RU,2020-11-30 19:46:20,64.75,177.48,-16.6,75,86,4.47
538,Puerto Penasco,MX,2020-11-30 19:46:16,31.32,-113.53,69.01,41,70,3.0
539,Naryan-Mar,RU,2020-11-30 19:46:20,67.67,53.09,28.35,97,98,18.66
540,Dubna,RU,2020-11-30 19:46:20,56.73,37.17,33.73,94,100,12.19
541,Russkaya Polyana,UA,2020-11-30 19:46:20,49.42,31.92,30.72,99,100,10.94
542,Ganzhou,CN,2020-11-30 19:46:21,28.82,115.43,46.76,75,90,5.73
543,Torbay,CA,2020-11-30 19:46:21,47.67,-52.73,37.0,69,5,9.17
